tracker_id,avg_area,std_area,initial_area,final_area,max_area,min_area,avg_speed,max_speed,std_speed,lifetime,measurement_count,total_displacement,avg_displacement,max_displacement,avg_angle,path_length,straightness,avg_confidence,total_frames_lost,avg_nonzero_speed,area_change_ratio,speed_variation
1700,1154.401,792.004,594.37,1714.433,1714.433,594.37,42.104,84.207,59.544,0.2,2,16.458,8.229,16.458,170.163,16.458,1.0,0.663,0,84.207,1.884,1.414
1703,13907.475,3193.794,3948.943,9701.589,18741.652,3948.943,132.277,297.811,94.099,3.6,19,451.8,23.779,53.31,170.236,451.8,1.0,0.841,0,139.626,1.457,0.711
1707,6175.834,5073.991,9763.687,2587.98,9763.687,2587.98,44.27,88.541,62.608,0.2,2,16.676,8.338,16.676,7.501,16.676,1.0,0.791,0,88.541,-0.735,1.414
1709,1787.223,265.297,1633.755,2182.948,2182.948,1633.755,118.958,195.519,86.959,0.8,4,93.313,23.328,38.608,159.622,93.313,1.0,0.769,0,158.61,0.336,0.731
1711,5048.644,3105.836,7244.801,2852.486,7244.801,2852.486,15.343,30.685,21.698,0.2,2,5.664,2.832,5.664,120.222,5.664,1.0,0.822,0,30.685,-0.606,1.414
1712,6328.957,5600.459,2223.656,4054.367,12708.849,2223.656,119.414,197.074,104.962,0.4,3,71.25,23.75,38.375,103.083,71.25,1.0,0.704,0,179.121,0.823,0.879
1714,2503.476,1404.724,1510.186,3496.765,3496.765,1510.186,61.18,122.36,86.522,0.4,2,24.192,12.096,24.192,149.21,24.192,1.0,0.519,0,122.36,1.315,1.414
1715,15105.666,5020.887,16384.328,3394.108,22465.957,3394.108,154.781,301.458,101.001,2.8,14,397.157,28.368,56.367,171.254,397.157,1.0,0.804,0,166.687,-0.793,0.653
1717,11219.876,5215.104,1369.225,14530.279,17981.432,1369.225,147.68,297.438,85.771,3.2,15,396.485,26.432,52.516,136.945,396.485,1.0,0.757,0,158.229,9.612,0.581
1718,10066.893,5199.77,11378.581,5065.248,18041.518,4358.79,114.018,268.955,100.173,1.2,6,129.488,21.581,47.437,142.757,129.488,1.0,0.628,0,136.821,-0.555,0.879
1719,2282.583,334.785,1719.642,2599.508,2599.508,1719.642,147.542,241.615,97.774,0.8,5,138.152,27.63,46.96,173.325,138.152,1.0,0.73,0,184.427,0.512,0.663
1720,2729.418,1552.232,937.065,3630.861,3630.861,937.065,91.762,157.542,81.922,1.6,3,53.111,17.704,28.716,50.89,53.111,1.0,0.356,0,137.643,2.875,0.893
1722,14799.324,7009.318,9842.988,19755.66,19755.66,9842.988,108.857,217.714,153.947,0.2,2,43.956,21.978,43.956,40.986,43.956,1.0,0.765,0,217.714,1.007,1.414
1724,509.383,98.435,424.678,445.067,668.933,424.678,12.903,28.759,11.362,1.0,5,11.636,2.327,6.178,124.416,11.636,1.0,0.44,0,16.129,0.048,0.881
1725,661.251,111.855,545.67,548.687,799.353,545.67,15.301,30.253,13.251,0.8,5,16.889,3.378,6.667,124.104,16.889,1.0,0.662,0,19.127,0.006,0.866
1730,20325.534,6469.385,13421.959,26248.846,26248.846,13421.959,144.531,272.358,136.945,0.8,3,85.307,28.436,53.032,195.786,85.307,1.0,0.866,0,216.796,0.956,0.948
1731,19021.524,3093.817,21104.102,22072.535,22072.535,14445.919,186.094,323.53,116.304,1.6,6,201.56,33.593,56.643,158.498,201.56,1.0,0.795,0,223.313,0.046,0.625
1732,2819.715,144.135,2717.796,2921.633,2921.633,2717.796,98.913,197.825,139.884,0.2,2,40.263,20.132,40.263,73.223,40.263,1.0,0.646,0,197.825,0.075,1.414
1735,16511.504,3248.105,15858.58,13379.87,21853.41,13379.87,239.581,352.168,137.352,0.8,5,223.124,44.625,66.613,132.445,223.124,1.0,0.734,0,299.476,-0.156,0.573
1737,20270.646,4304.186,24518.195,20381.77,24518.195,15911.974,216.853,334.939,188.049,0.4,3,126.118,42.039,65.479,161.755,126.118,1.0,0.901,0,325.28,-0.169,0.867
1738,18939.407,4304.901,13291.297,23461.578,23461.578,13291.297,208.645,350.97,148.318,0.8,4,159.815,39.954,69.935,84.371,159.815,1.0,0.854,0,278.193,0.765,0.711
1739,21349.884,6089.051,17044.275,25655.494,25655.494,17044.275,153.267,306.535,216.753,0.6,2,60.539,30.27,60.539,169.825,60.539,1.0,0.801,0,306.535,0.505,1.414
1742,17390.798,3894.649,17876.352,13276.139,21019.902,13276.139,181.137,309.928,161.459,0.4,3,107.352,35.784,60.177,49.59,107.352,1.0,0.775,0,271.706,-0.257,0.891
1743,16496.649,2172.003,14629.548,15980.01,18880.389,14629.548,228.519,397.801,205.41,0.4,3,134.305,44.768,77.018,79.908,134.305,1.0,0.801,0,342.778,0.092,0.899
1744,15895.437,4723.084,20738.709,11302.497,20738.709,11302.497,173.293,325.981,163.964,0.6,3,99.204,33.068,65.494,155.136,99.204,1.0,0.656,0,259.939,-0.455,0.946
1746,13912.553,4330.591,10329.874,6733.235,19289.41,6733.235,187.644,274.737,90.663,1.2,7,242.339,34.62,51.694,129.386,242.339,1.0,0.823,0,218.918,-0.348,0.483
1747,1263.117,210.787,1237.984,1485.343,1485.343,1066.023,71.612,144.163,72.086,0.4,3,41.255,13.752,27.749,115.1,41.255,1.0,0.579,0,107.418,0.2,1.007
1748,3120.828,2200.741,4676.987,1564.669,4676.987,1564.669,64.592,129.185,91.347,0.2,2,25.621,12.81,25.621,12.391,25.621,1.0,0.375,0,129.185,-0.665,1.414
1749,1159.241,313.047,937.883,1380.598,1380.598,937.883,57.588,115.176,81.441,0.2,2,22.271,11.135,22.271,146.36,22.271,1.0,0.76,0,115.176,0.472,1.414
1753,8880.759,11837.17,17250.902,510.615,17250.902,510.615,52.34,104.681,74.02,1.4,2,20.147,10.073,20.147,134.473,20.147,1.0,0.518,0,104.681,-0.97,1.414
1755,6945.766,6858.809,11795.676,2095.856,11795.676,2095.856,92.194,184.388,130.382,0.2,2,37.272,18.636,37.272,100.236,37.272,1.0,0.711,0,184.388,-0.822,1.414
1758,1567.854,607.624,1997.51,1138.199,1997.51,1138.199,101.252,202.503,143.191,0.6,2,40.112,20.056,40.112,12.3,40.112,1.0,0.499,0,202.503,-0.43,1.414
1763,3242.591,2370.511,1566.387,4918.795,4918.795,1566.387,78.712,157.424,111.316,0.2,2,31.107,15.554,31.107,171.939,31.107,1.0,0.539,0,157.424,2.14,1.414
1766,1646.483,271.915,1793.707,1332.702,1813.041,1332.702,111.446,183.377,97.866,0.4,3,63.427,21.142,35.51,205.344,63.427,1.0,0.692,0,167.168,-0.257,0.878
1768,2264.323,131.283,2357.154,2171.492,2357.154,2171.492,40.986,81.972,57.963,0.2,2,16.041,8.02,16.041,22.639,16.041,1.0,0.697,0,81.972,-0.079,1.414
1770,2851.219,1041.191,1822.553,4552.753,4552.753,1568.328,96.53,191.549,52.092,2.8,15,262.525,17.502,34.013,129.803,262.525,1.0,0.765,0,103.425,1.498,0.54
1771,1305.681,244.351,975.146,1108.37,1653.085,975.146,89.292,176.582,62.955,1.0,6,96.561,16.094,31.346,176.919,96.561,1.0,0.638,0,107.15,0.137,0.705
1772,8768.24,1416.546,7853.051,9808.155,11812.513,6195.74,96.171,204.719,58.874,3.2,17,291.518,17.148,35.269,187.457,291.518,1.0,0.84,0,102.182,0.249,0.612
1773,1881.26,143.052,2139.866,1852.324,2139.866,1719.027,69.202,144.212,58.483,1.0,6,76.337,12.723,24.967,121.126,76.337,1.0,0.786,0,83.043,-0.134,0.845
1774,1219.984,665.8,1818.371,1338.81,1818.371,502.771,26.06,50.94,25.491,0.8,3,14.123,4.708,9.278,178.669,14.123,1.0,0.368,0,39.09,-0.264,0.978
